Data,Arquivo,Publicação,UF,Outras informações,Imagem,Onde está,Destaque,Tipo,Assunto,Complemento,Localização,Interesse,Outras informações
1978.07.29,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00112 (1),I0183993-20Alt=002806Lar=001884LargOri=004478AltOri=006666.JPG,"Teatro, segunda coluna, Rezas de sol…",I0183993.png,Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.01,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00115 (1),I0184199-20Alt=002825Lar=001884LargOri=004465AltOri=006697.JPG,"Teatro, terceiro coluna, Rezas de sol…",I0184199.png,Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.02,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00116 (1),I0184237-20Alt=002822Lar=001884LargOri=004465AltOri=006690.JPG,"Teatro, terceiro coluna, Rezas de sol…",I0184237.png,Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.03,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00117 (1),I0184273-20Alt=002826Lar=001884LargOri=004385AltOri=006580.JPG,"Teatro, terceiro coluna, Rezas de sol…",I0184273.png,Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.04,Hemeroteca da Biblioteca Nacional,Tribuna da Imprensa,RJ,Edição 08818,I0032135-2Alt=002246Lar=001884LargOri=004736AltOri=005647.JPG,"Síntese, Meu santo é forte.",I0032135.png,Show,Meu Santo é Forte,Walter Pini citado,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.04,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00118 (2),I0184319-20Alt=002836Lar=001884LargOri=004468AltOri=006723.JPG,"Teatro, segunda coluna, Rezas de sol…",I0184319.png,Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.04,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00118 (2),I0184320-20Alt=002836Lar=001884LargOri=004468AltOri=006723.JPG,"Show, Violado até a Amazônia, primeira colina",I0184320.png,Show,Meu Santo é Forte,Estreia do “recital” Meu Santo é Forte com Eliana Estevão.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.05,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00119 (1),I0184362-20Alt=002805Lar=001884LargOri=004485AltOri=006681.JPG,"Teatro, segunda coluna, Rezas de sol…",I0184362.png,Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.08,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00122 (1),I0184552-20Alt=002842Lar=001884LargOri=004419AltOri=006665.JPG,"Teatro, terceira coluna, Rezas de sol…",I0184552.png,Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.09,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00123 (1),I0184590-20Alt=002670Lar=001884LargOri=004579AltOri=006489.JPG,"Teatro, terceira coluna, Rezas de sol…",I0184590.png,Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.10,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00124 (1),I0184635-20Alt=002837Lar=001884LargOri=004433AltOri=006676.JPG,"Teatro, quarta coluna, Rezas de sol…",I0184635.png,Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.11,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00125 (1),I0184680-20Alt=002830Lar=001884LargOri=004432AltOri=006661.JPG,"Teatro, quarta coluna, Rezas de sol…",I0184680.png,Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.11,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00125 (2),I0184681-20Alt=002830Lar=001884LargOri=004432AltOri=006661.JPG,"Teatro, Meu santo é forte c/ Pini, primeira coluna",I0184681.png,Show,Meu Santo é Forte,Eliane Estevão e Walter Pini,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.12,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00126 (1),I0184720-20Alt=002784Lar=001884LargOri=004500AltOri=006649.JPG,"Teatro, quarta coluna, Rezas de sol…",I0184720.png,Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.15,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00129 (1),I0184910-20Alt=002839Lar=001884LargOri=004372AltOri=006589.JPG,"Show, Meu santo é forte c/ Pini, primeira coluna",I0184910.png,Show,Meu Santo é Forte,Eliane Estevão e Walter Pini,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.16,Hemeroteca da Biblioteca Nacional,Tribuna da Imprensa,RJ,Edição 08828,I0032263-2Alt=002244Lar=001884LargOri=004729AltOri=005633.JPG,"Síntese, Meu santo é forte.",I0032263.png,Show,Meu Santo é Forte,"Walter Pini, violão.","Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Médio,
1978.08.16,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00130 (1),I0184943-20Alt=002790Lar=001884LargOri=004505AltOri=006675.JPG,"Show, Teatro, Meu santo é forte c/ Pini, primeira coluna",I0184943.png,Show,Meu Santo é Forte,Eliane Estevão e Walter Pini,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.17,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00131 (1),I0184987-20Alt=002782Lar=001884LargOri=004555AltOri=006723.JPG,"Show, Meu santo é forte c/ Pini, primeira coluna",I0184987.png,Show,Meu Santo é Forte,Eliane Estevão e Walter Pini,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.08.18,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00132 (1),I0185032-20Alt=002789Lar=001884LargOri=004545AltOri=006730.JPG,"Teatro, Meu santo é forte c/ Pini, primeira coluna",I0185032.png,Show,Meu Santo é Forte,Eliane Estevão e Walter Pini,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1978.09.18,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00162 (1),I0186665-20Alt=002864Lar=001884LargOri=004438AltOri=006742.JPG,     ,I0186665.png,Prêmio,Mambembe 78,Indicação na categoria especial pela música e direção musical de A Missa do Vaqueiro.,,Baixo,
1978.11.18,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4425980.png,"Teatro/Crítica, Os bonecos encantados enfrentam as bombas",4425980h.png,Teatro,Palomares,Descrição da peça.,"Teatro de Arena Eugênio Kusnet – Rua Doutor Teodoro Baima, 94, Vila Buarque, São Paulo, SP",Médio,
1978.12.28,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00263 (1),I0191964-20Alt=002814Lar=001884LargOri=004471AltOri=006677.JPG,"Teatro, Não faltaram boas interpretações, último parágrafo",I0191964.png,Teatro,Missa do Vaqueiro,,,Baixo,
1979.02.05,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00301 (1),I0193950-20Alt=002915Lar=001884LargOri=004440AltOri=006871.JPG,"Teatro, Mambembes na reta final, primeiro parágrafo lá em baixo",I0193950.png,Teatro,Missa do Vaqueiro,Indicação na categoria especial pela música e direção musical de A Missa do Vaqueiro.,,Baixo,
1979.03.15,Hemeroteca da Biblioteca Nacional,A Luta Democratica : Um jornal de luta feito por homens que lutam pelos que não podem lutar,RJ,Edição 07757,I0065752-2Alt=002867Lar=001884LargOri=003901AltOri=005937.JPG,"A noite é o espetáculo, 2a. coluna.",I0065752.png,Prêmio,Mambembe 78,,,Baixo,
1979.04.01,Hemeroteca da Biblioteca Nacional,Tribuna da Imprensa,RJ,Edição 09019,I0034814-2Alt=002672Lar=001884LargOri=004746AltOri=006731.JPG,"Eventos, Projeto Pixinguinha-79, 2a. coluna.",I0034814.png,Show,Projeto Pixinguinha,,,Baixo,
1979.04.03,Hemeroteca da Biblioteca Nacional,Diário de Natal,RN,Edição 10712,I0031737-2Alt=002995Lar=001884LargOri=004092AltOri=006505.JPG,"“Projeto Pixinguinha” volta a Natal em julho, 2a. coluna, 1o. parágrafo.",I0031737.png,Show,Projeto Pixinguinha,,,Baixo,
1979.04.05,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02764,I0065142-2Alt=002712Lar=001884LargOri=003899AltOri=005614.JPG,"O Projeto Pixinguinha para 79, 2a. coluna, 1o. parágrafo.",I0065142.png,Show,Projeto Pixinguinha,,,Baixo,
1979.04.06,Hemeroteca da Biblioteca Nacional,Diario da Tarde,PR,Edição 23877,I0143404-2Alt=002682Lar=001884LargOri=004083AltOri=005812.JPG,"Pixinguinha tem novas normas e a sua pré-estréia, Os critérios para 79",I0143404.png,Show,Projeto Pixinguinha,Irene participou do Projeto Vitrine da Funarte?,,Baixo,
1979.04.07,Hemeroteca da Biblioteca Nacional,Diário do Paraná: Orgao dos Diários Associados,PR,Edição 07162,I0134991-2Alt=002788Lar=001884LargOri=003991AltOri=005906.JPG,"Projeto Pixinguinha, Os critérios para 79.",I0134991.png,Show,Projeto Pixinguinha,,,Baixo,
1979.04.10,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00097,I0133791-2Alt=002946Lar=001884LargOri=004212AltOri=006587.JPG,"Cena Aberta, Vital Santos incluído no Projeto Pixinguinha, 1a. coluna, 2o. parágrafo.",I0133791.png,Show,Projeto Pixinguinha,,,Baixo,
1979.04.13,Hemeroteca da Biblioteca Nacional,O Cruzeiro : Revista,RJ,Edição 2458,I0201908-3Alt=002006Lar=001460LargOri=002433AltOri=003344.JPG,"Premio MEC…, segunda coluna, pouco acima do meio",I0201908.png,Teatro,Mambembe 78,Por “Missa do Vaqueiro”,,Baixo,I0201802-70Alt=001014Lar=000728LargOri=002428AltOri=003380.JPG
1979.04.26,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno e Ilustrada,4238795.png,"Um estúdio alternativo em S. Paulo, último parágrafo",4238795h.png,Disco,Sobre “Rumo Norte”,Reportagem sobre o estúdio onde Irene gravou Rumo Norte.,,Baixo,
1979.04.27,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00112,I0134574-2Alt=002952Lar=001884LargOri=004182AltOri=006552.JPG,"Gênios da MPB fazem parte do “Pixinguinha”, 2a. coluna, início.",I0134574.png,Show,Projeto Pixinguinha,,,Baixo,
1979.04.29,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00114,I0134667-2Alt=002988Lar=001884LargOri=004210AltOri=006678.JPG,"Moraes Moreira-Djavan fazem show iniciando Projeto Pixinguinha, 5o. parágrafo.",I0134667.png,Show,Projeto Pixinguinha,,,Baixo,
1979.05.21,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00135 (1),I0135859-20Alt=002952Lar=001884LargOri=004147AltOri=006497,"Pixinguinha 79, abaixo",I0135859.png,Show,Projeto Pixinguinha,,,Baixo,
1979.05.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4242544.png,"“Pixinguinha” recomeça em junho, terceiro parágrafo",4242544h.png,Show,Projeto Pixinguinha,Artista convidado.,,Baixo,
1979.06.15,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00068 (1),I0200577-20Alt=002776Lar=001884LargOri=004492AltOri=006621.JPG,"Show, Projeto Pixinguinha",I0200577a.png,Show,Banda de Pífaros de Caruaru,"Banda de Pífaros de Caruaru, José Milton e Claudionor Germano","Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ",Baixo,
1979.06.15,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00068 (1),I0200577-20Alt=002776Lar=001884LargOri=004492AltOri=006621.JPG,"Sexta-feira sobrecarregada, primeira coluna",I0200577b.png,Show,Banda de Pífaros de Caruaru,"Banda de Pífaros de Caruaru, José Milton e Claudionor Germano","Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ",Baixo,
1979.06.16,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00069 (1),I0200616-20Alt=002921Lar=001884LargOri=004278AltOri=006629.JPG,"Agenda, à esquerda do topo da foto da Beth Carvalho",I0200616.png,Show,Banda de Pífaros de Caruaru,"Banda de Pífaros de Caruaru, José Milton e Claudionor Germano. E seguem para Vitória, Salvador, Maceió e Recif.",,Baixo,
1979.07.08,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00182 (1),I0138407-20Alt=002861Lar=001884LargOri=004191AltOri=006364.JPG,"Cena Aberta, A vez de Pernambuco no “Pixinguinha”",I0138407.png,Show,Projeto Pixinguinha,,"Vários: Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ; Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",Baixo,
1979.07.09,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00183 (2),I0138466-20Alt=002872Lar=001884LargOri=004158AltOri=006338.JPG,"Agenda, Segunda-feira (ao lado do centro da roda-gigante)",I0138466.png,Show,Projeto Pixinguinha,Banda de Pífaros de Caruaru e José Milton,"Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",Baixo,
1979.07.09,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00183 (2),I0138469-20Alt=002872Lar=001884LargOri=004158AltOri=006338.JPG,"Esquina, A vez do frevo (segunda coluna, último parágrafo)",I0138469.png,Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",Baixo,
1979.07.10,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00184 (3),I0138495-20Alt=002837Lar=001884LargOri=004155AltOri=006256.JPG,"Valores da terra (segunda coluna, acima de preço)",I0138495.png,Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",Baixo,
1979.07.10,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00184 (3),I0138520-20Alt=002913Lar=001884LargOri=004163AltOri=006437.JPG,Banda dá show no Parque (segundo parágrafo),I0138520.png,Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",Baixo,
1979.07.10,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00184 (3),I0138526-20Alt=002878Lar=001884LargOri=004167AltOri=006365.JPG,"Pixinguinha e em Shows (primeiro item, ela aparece no inicio da terceira coluna)",I0138526.png,Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",Baixo,
1979.07.11,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00185 (1),I0138572-20Alt=002826Lar=001884LargOri=004244AltOri=006367.JPG,Shows (primeiro item),I0138572.png,Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",Baixo,
1979.07.12,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00186 (1),I0138618-20Alt=002828Lar=001884LargOri=004259AltOri=006392.JPG,Shows (primeiro item),I0138618.png,Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",Baixo,
1979.07.13,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00187 (1),I0138664-20Alt=002830Lar=001884LargOri=004255AltOri=006391.JPG,Shows (primeiro item),I0138664.png,Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",Baixo,
1979.07.17,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00100 (1),I0202227-20Alt=002934Lar=001884LargOri=004379AltOri=006819.JPG,Palmas para a cantora Irene Portela que ela merece,I0202227.png,Disco,Sobre “Rumo Norte”,Resenha sobre Rumo Norte,,Alto,
1979.07.21,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00104 (1),I0202385-20Alt=002968Lar=001884LargOri=004344AltOri=006844.JPG,"Três cantoras vendem o produto (comercial) das suas criações, terceira coluna e “primeiro” parágrafo",I0202385.png,Citação,"Joanna, Fátima Guedes e Thereza Tinoco",Citada em uma critica à três outras cantoras.,,Baixo,
1979.07.23,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00106 (1),I0202530-20Alt=002924Lar=001884LargOri=004353AltOri=006758.JPG,"Anistia para os textos censurados, Em um ato, última coluna no meio",I0202530.png,Teatro,Palomares,Ganhou o troféu Mambembe na categoria grupo ou movimento em 78. Músicas de Irene e Pini.,"Teatro Glauce Rocha - Av. Rio Branco, 179, Centro, Rio de Janeiro, RJ",Médio,
1979.07.27,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00110 (1),I0202692-20Alt=002902Lar=001884LargOri=004439AltOri=006840.JPG,"Teatro, Uma notícia anunciada por bonecos: Palomares",I0202692.png,Teatro,Palomares,Descrição da peça.,"Teatro Glauce Rocha - Av. Rio Branco, 179, Centro, Rio de Janeiro, RJ",Médio,
1979.08.04,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00118 (1),I0203132-20Alt=002916Lar=001884LargOri=004452AltOri=006894.JPG,"A sonora ascensão das mulheres, quarto parágrafo",I0203132.png,Disco,Sobre “Rumo Norte”,Breve resenha de Rumo Norte,,Médio,
1979.08.25,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno e Ilustrada,4259775.png,"Irene Portela busca Rumo Norte, no Sul",4259775h.png,Disco,Sobre “Rumo Norte”,Entrevista de lançamento do disco Rumo Norte (foto).,,Alto,
1979.09.03,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00239 (1),I0141564-20Alt=002834Lar=001884LargOri=004286AltOri=006447.JPG,"As novas musas da MPB, review de lançamento do Rumo Norte",I0141564.png,Disco,Sobre “Rumo Norte”,Sobre o lançamento de Rumo Norte,,Alto,
1979.09.17,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4263423.png,"Uma visão menos elitista dos menores abandonados, último parágrafo",4263423h.png,Teatro,Ao Acaso das Ruas,Descrição da peça.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Médio,
1979.09.17,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4263428.png,"As promessas dentro da caixa, segundo parágrafo",4263428h.png,Teatro,Ao Acaso das Ruas,Sobre a peça.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Baixo,
1979.09.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno e Ilustrada,4263923.png,"A invasão dos discos femininos, segunda coluna e quarta coluna",4263923h.png,Disco,Sobre “Rumo Norte”,Brevíssima crítica sobre Rumo Norte.,,Baixo,
1979.10.01,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02918,I0070476-2Alt=002692Lar=001884LargOri=003969AltOri=005674.JPG,"O Brasil fica sabendo o que está acontecendo com a MPB, 2a. coluna, final.",I0070476.png,Show,Festival 79,"“Eu acho o Festival importantíssimo para as pessoas mostrarem o seu trabalho, divulgando o artista junto ao grande público.”",,Alto,
1979.10.28,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00203 (1),I0207654-20Alt=002449Lar=001884LargOri=004821AltOri=006267.JPG,terceira coluna e quarta coluna,I0207654.png,Citação,Venda de discos,Reportagem sobre as inúmeras cantoras que foram lançadas nos últimos anos e sua performance de vendas. Destaquei só um trecho para contextualizar um pouco em que momento é mencionada a Irene.,,Baixo,I0207653-20Alt=002449Lar=001884LargOri=004821AltOri=006267.JPG;I0207652-20Alt=002449Lar=001884LargOri=004821AltOri=006267.JPG;I0207651-20Alt=002449Lar=001884LargOri=004821AltOri=006267.JPG
1979.11.02,Hemeroteca da Biblioteca Nacional,Jornal da República,SP,Edição 00059,I0001008-2Alt=003057Lar=001884LargOri=004413AltOri=007160.JPG,"Show e música, Em cartaz, 3a. coluna, Banda de Pífanos de Caruaru.",I0001008.png,Show,Banda Pífanos de Caruaru,Participação especial de Irene no show da Banda de Pífaros de Caruaru,"Teatro Tuca - Rua Monte Alegre, 1024, São Paulo, SP",Baixo,
1979.11.03,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00299 (1),I0144945-20Alt=002853Lar=001884LargOri=004260AltOri=006450.JPG,"Pixinguinha, ao centro e último parágrafo",I0144945.png,Show,Projeto Pixinguinha,,,Baixo,
1979.12.28,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00263 (1),I0211013-20Alt=002943Lar=001884LargOri=004302AltOri=006723.JPG,"Rumo Norte, terceira coluna",I0211013.png,Disco,Sobre “Rumo Norte”,O jornalista destacou Rumo Norte como um dos melhores discos do ano.,,Alto,
1979.12.29,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00264 (1),I0211054-20Alt=002943Lar=001884LargOri=004302AltOri=006723.JPG,"Guarujá - o verão de 1980, terceira coluna",I0211054.png,Show,Festival de Verão do Guarujá,“magote de argentinos”,"Circo – Praia da Enseada, Guarujá, SP",Baixo,
1979.12.31,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00266 (1),I0211186-20Alt=002977Lar=001884LargOri=004351AltOri=006874.JPG,"Luzes e sombras no ano musical, primeira coluna, terceiro tópico",I0211186.png,Disco,Rumo Norte,Irene mencionada como uma das revelações do ano.,,Baixo,
1980.01.09,Hemeroteca da Biblioteca Nacional,Diario da Tarde,PR,Edição 23092,I0145230-2Alt=002590Lar=001884LargOri=004231AltOri=005817.JPG,"Projeto Pixinguinha completa os 3 anos, 2a. coluna.",I0145230.png,Show,Projeto Pixinguinha,Banda de Pífaros de Caruaru e José Milton,,Baixo,
1980.01.17,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00282,I0000078-2Alt=002963Lar=001884LargOri=004236AltOri=006659.JPG,"Festival de Verão do Guarujá, 1a. coluna última linha.",I0000078.png,Show,Festival de Verão do Guarujá,,"Circo – Praia da Enseada, Guarujá, SP",Baixo,
1980.01.21,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4429626.png,"Shows, Baião de viola",4429626h.png,Show,Baião de Viola,Show de Sebastião Marinho e João Quindingues com participação de Irene cantando canções do seu disco.,"Teatro Abertura – Largo Padre Péricles, 5, Perdizes, São Paulo, SP",Baixo,
1980.01.24,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4430249.png,"Shows, 2a coluna, Perspectivas para a música…",4430249h.png,Show,Show solo,"Vários artistas, inclusive Pifaros de Caruaru e Elomar.","Centro de Convivência de Campinas – Praça Imprensa Fluminense, Cambuí, Campinas, SP",Baixo,
1980.01.25,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4430504.png,"Festival, 2o parágrafo",4430504h.png,Show,Festival de Verão do Guarujá,,"Circo – Praia da Enseada, Guarujá, SP",Baixo,
1980.01.26,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4430688.png,"Destaques de hoje na televisão, 2a coluna ao centro",4430688h.png,TV,Primeiro Especial de MPB na RTC (Canal 2),"Primeiro especial de MPB no canal RTC (Canal 2) com participação de Baden Powell (foto), Silvia Maria, Marcus Vinícius, Irene Portela e Luís Carlos Maranhão.",Tv Cultura,Baixo,
1980.01.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4431163.png,"Samba, a atração principal do Festival do Guarujá 80, 2a coluna fim do 1o paragráfo",4431163h.png,Show,Festival de Verão do Guarujá,Texto sobre o Festival de Verão do Guarujá 80,"Circo – Praia da Enseada, Guarujá, SP",Médio,
1980.01.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4431167.png,"“Ao Acaso das Ruas”, de novo em cartaz",4431167h.png,Teatro,Ao Acaso das Ruas,Mais uma temporada do espetáculo.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Baixo,
1980.01.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4431300.png,"Teatro, 3a coluna ao centro, “Ao Acaso das Ruas”",4431300h.png,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Baixo,
1980.01.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4431448.png,"Teatro, 3a coluna ao centro, “Ao Acaso das Ruas”",4431448h.png,Teatro,Ao Acaso das Ruas,Anúncio (foto).,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Médio,
1980.01.31,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4431611.png,"Teatro, 2a coluna ao centro abaixo, “Ao Acaso das Ruas”",4431611h.png,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Baixo,
1980.02.01,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00297,I0001534-2Alt=002974Lar=001884LargOri=004288AltOri=006767.JPG,"“Show” no centro agora é na sala Funarte, 3o. parágrafo.",I0001534.png,Citação,Sala Funarte,,,Baixo,
