Data,Arquivo,Publicação,UF,Outras informações da publicação,Tipo,Assunto,Complemento,Localização,Recorte,Interesse,Imagem original,Onde está,Mais
1981.04.08,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Direção,Anuncio do show de lançamento do primeiro disco de Deo Lopes,Irene como diretora geral do show,"Teatro Lira Paulistana – Rua Teodoro Sampaio, 1091, Pinheiros, São Paulo, SP",4309000h.png,Baixo,4309000.png,"Shows, 1a coluna, Deo Lopes",
1981.04.08,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Palomares,Nova temporada,"Biblioteca Mário de Andrade – Rua da Consolação, 94, República, São Paulo, SP",4309019h.png,Baixo,4309019.png,Bonecos contam tragedia de Palomares,
1981.04.09,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Direção,Anuncio do show de lançamento do primeiro disco de Deo Lopes,Irene como diretora geral do show,"Teatro Lira Paulistana – Rua Teodoro Sampaio, 1091, Pinheiros, São Paulo, SP",4309349h.png,Baixo,4309349.png,"Shows, 2a coluna, Deo Lopes",
1981.04.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,,"Casa de Chá Erva Doce – Rua Cônego Eugênio, 442, Pinheiros, São Paulo, SP",4309725hb.png,Baixo,4309725.png,"Headline, Shows, 1a coluna, Irene Portela",
1981.04.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Direção,Anuncio do show de lançamento do primeiro disco de Deo Lopes,Irene como diretora geral do show,"Teatro Lira Paulistana – Rua Teodoro Sampaio, 1091, Pinheiros, São Paulo, SP",4309725h.png,Baixo,4309725.png,"Shows, 2a coluna, Deo Lopes",
1981.04.11,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Direção,Anuncio do show de lançamento do primeiro disco de Deo Lopes,Irene como diretora geral do show,"Teatro Lira Paulistana – Rua Teodoro Sampaio, 1091, Pinheiros, São Paulo, SP",4310009h.png,Baixo,4310009.png,"Shows, 2a coluna, Deo Lopes",
1981.04.12,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Direção,Anuncio do show de lançamento do primeiro disco de Deo Lopes,Irene como diretora geral do show,"Teatro Lira Paulistana – Rua Teodoro Sampaio, 1091, Pinheiros, São Paulo, SP",4310548h.png,Baixo,4310548.png,"Shows, 2a coluna, Deo Lopes",
1981.05.24,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00046,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0025317.png,Médio,I0025317-20Alt=003009Lar=001884LargOri=004230AltOri=006753.JPG,"O som nosso de cada dia, Pauta Nordestina, 2a. coluna.",
1981.05.25,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00047,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0025408.png,Médio,I0025408-2Alt=003044Lar=001884LargOri=004243AltOri=006856.JPG,"Show, Sem entusiasmo, 2a. coluna.",
1981.05.26,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00048,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0025468.png,Baixo,I0025468-2Alt=003033Lar=001884LargOri=004182AltOri=006732.JPG,"Show, Irene Portela e Eliana Estevão.",
1981.05.27,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00049,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0025505.png,Baixo,I0025505-2Alt=003037Lar=001884LargOri=004177AltOri=006734.JPG,"Show, Irene Portela e Eliana Estevão.",
1981.05.28,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00050,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0025543.png,Baixo,I0025543-2Alt=003041Lar=001884LargOri=004209AltOri=006795.JPG,"Show, 2a. coluna, Irene Portela e Eliana Estevão.",
1981.05.29,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00051,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0025586.png,Baixo,I0025586-2Alt=003033Lar=001884LargOri=004211AltOri=006778.JPG,"Show, penúltima coluna do lado direito da mão da cantora da foto, Irene Portela e Eliana Estevão.",
1981.05.30,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00052,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0025618.png,Baixo,I0025618-2Alt=003028Lar=001884LargOri=004216AltOri=006774.JPG,"Show, 3a. coluna, Irene Portela e Eliana Estevão.",
1981.06.02,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00055,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0025795.png,Baixo,I0025795-2Alt=002941Lar=001884LargOri=004323AltOri=006748.JPG,"Show, 1a. coluna, Irene Portela e Eliana Estevão.",
1981.06.03,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00056,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0025831.png,Baixo,I0025831-2Alt=002958Lar=001884LargOri=004270AltOri=006706.JPG,"Show, 4a. coluna, Irene Portela e Eliana Estevão.",
1981.06.04,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00057,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0025870.png,Baixo,I0025870-2Alt=002995Lar=001884LargOri=004310AltOri=006853.JPG,"Show, 3a. coluna, Irene Portela e Eliana Estevão.",
1981.07.12,Hemeroteca da Biblioteca Nacional,Diário do Paraná: Orgao dos Diários Associados,PR,Edição 07848,Disco,“Coração de Indio” de Carlos Pita,"Lançamento do segundo elepê do Carlos Pita com participação especial de Irene na música ""Casa das Flautas""",,I0147429.png,Médio,I0147429-2Alt=002982Lar=001884LargOri=004354AltOri=006892.JPG,"O bom Carlos Pita, 3a. coluna.",
1981.10.27,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Vozes do Brasil,Premeditando o Breque e Irene,"Circo Mal-Me-Quer – Praça Roosevelt, São Paulo, SP",4208847h.png,Médio,4208847.png,"Circo Mal-Me-Quer, um novo espaço musical na cidade",
1981.10.27,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Vozes do Brasil,Premeditando o Breque e Irene (foto),"Circo Mal-Me-Quer – Praça Roosevelt, São Paulo, SP",4208860h.png,Alto,4208860.png,"Shows – Teatro, Vozes do Brasil",
1981.10.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Vozes do Brasil,Premeditando o Breque e Irene,"Circo Mal-Me-Quer – Praça Roosevelt, São Paulo, SP",4209366h.png,Baixo,4209366.png,"Shows – Teatro, Vozes do Brasil",
1981.10.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Vozes do Brasil,Premeditando o Breque e Irene,"Circo Mal-Me-Quer – Praça Roosevelt, São Paulo, SP",4209601h.png,Baixo,4209601.png,"Shows – Teatro, Vozes do Brasil",
1981.11.01,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00207,Show,Circo Mal-me-quer,Inauguração do espaço,"Circo Mal-Me-Quer – Praça Roosevelt, São Paulo, SP",I0032622.png,Baixo,I0032622-2Alt=002960Lar=001884LargOri=004280AltOri=006724.JPG,"O som nosso de cada dia, Espaços Abertos, 3a. coluna.",
1981.12.09,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,"Lançamento do livro “O movimento de mulheres, suas perspectivas”","Show da cantora Célia, acompanhada ao piano pelo maestro Eduardo Assad e Irene Portela","Teatro Ruth Escobar - Rua dos Ingleses, 209, Bela Vista, São Paulo, SP",4213993h.png,Baixo,4213993.png,"Lançamento, Agenda 1982 – Tempo da Mulher",
1982.03.04,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Mês Musical Elis Regina,Anúncio da prefeitura de São Paulo,,4307650h.png,Baixo,4307650.png,Grade com shows,
1982.03.06,Hemeroteca da Biblioteca Nacional,Diário do Paraná: Orgao dos Diários Associados,PR,Edição 08044,Teatro,Três dias para Donana,Músicas de Irene Portela,"Teatro Guaíra - Rua XV de Novembro, 971, Centro, Curitiba, PR",I0150992.png,Médio,I0150992-2Alt=002979Lar=001884LargOri=004260AltOri=006736.JPG,"“Donana”, um problema social, 2a. coluna.",
1982.03.14,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Mês Musical Elis Regina,"Atividades em homenagem à Elis Regina, falecida em 19 de janeiro de 1982","Teatro João Caetano – Rua Borges Lagoa, 650, Vila Clementino, São Paulo, SP",4312052h.png,Baixo,4312052.png,"Shows, Mês Musical Elis Regina",
1982.03.22,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Citação,“Tributo à Marcus Pereira” de várioa artistas,Lançamento de disco tributo à Marcus Pereira do aniversário de 1 ano de falecimento,,4314237h.png,Baixo,4314237.png,"Discos novos, Tributo a Marcus Pereira",
1982.03.24,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Direção,Clementina de Jesus e Nelson Cavaquinho,Show com direção de Irene,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4314624h.png,Baixo,4314624.png,"Oito dias com uma dupla de muito respeito, 2o paragrafo",
1983.11.07,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Citação,Ana de Hollanda,Canta músicas de Irene,"150 Night Club, Maksoud Plaza – Alameda Campinas, 150, Jardim Paulista, São Paulo, SP",4212980h.png,Baixo,4212980.png,"Ultima coluna geral, Ana de Hollanda no 150",
1983.11.10,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00310,Show,Ana de Holanda,,,I0068508.png,Baixo,I0068508-2Alt=002369Lar=001453LargOri=003963AltOri=006460.JPG,"Variedades, item 2",
1984.05.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,,"Biblioteca Mário de Andrade – Rua da Consolação, 94, República, São Paulo, SP",4185893h.png,Baixo,4185893.png,"Shows, centro abaixo",
1984.08.31,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Oi vento… tudo bem?,,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4210955h.png,Médio,4210955.png,"Teatro Infantil, Pinocchio, corujas e a natureza, 1 e 2a coluna",
1985.02.21,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Prêmio,Mambembe 84,Indicação com “Oi vento… tudo bem?”,,4139572h.png,Baixo,4139572.png,"Saíram as indicações para o Mambembe 84, Teatro Infantil",
1985.02.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Prêmio,Mambembe 84,Ganhadora com “Oi vento… tudo bem?”,,4142768h.png,Médio,4142768.png,Saíram os premiados do Troféu Mambembe,
1985.05.02,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Citação,Molière,Ganhadora com “Oi vento… tudo bem?”,,4280101h.png,Médio,4280101.png,"Lista do Molière não surpreende, 1o paragrafo",
1985.05.05,Hemeroteca da Biblioteca Nacional,Diário do Pará,PA,Edição 00767,Prêmio,Molière 84,Por “Oi vento… tudo bem?”,,I0007559.png,Baixo,I0007559-2Alt=002054Lar=001453LargOri=003910AltOri=005528.jpg,"Urgentíssimas, 1o item",
1985.07.14,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00097,Citação,Paulo le Petit,,,I0099939.png,Baixo,I0099939-2Alt=002898Lar=001884LargOri=004362AltOri=006709.JPG,"A volta dos pioneiros do “Rock-Brasil”, 2a. coluna, último parágrafo.",
1985.07.26,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Citação,Molière,Ganhadora com “Oi vento… tudo bem?”,,4151645h.png,Baixo,4151645.png,"Tavares de Miranda, 1a coluna, 1o paragrafo, Premio Moliere",
1985.09.07,Hemeroteca da Biblioteca Nacional,Diário do Pará,PA,Edição 00873,Prêmio,Mambembe 84,Por “Oi vento… tudo bem?”,,I0010184.png,Baixo,I0010184-2Alt=002394Lar=001453LargOri=003965AltOri=006534.JPG,"Antenas ligadas, 3a coluna, acima da foto",
1985.10.09,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00184,Show,Projeto Pixinguinha,Zezé Mota,,I0103599.png,Baixo,I0103599-2Alt=003010Lar=001884LargOri=004214AltOri=006736.JPG,"Zezé e afilhados, coluna da direita.",
1998.12.18,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Guia da Folha,Citação,Anuncio do show de Deo Lopes,,"Grécia Café & Cultura – Rua Padre Benedito de Camargo 205, Penha, São Paulo, SP",5640978h.png,Baixo,5640978.jpg,"Shows, 2a coluna, Del Lopes",
1999.07.01,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Folha Vale,Citação,Nota de falecimento de Irene,,"Cemitério Horto da Paz – Rua Horto da Paz, 191, Potuvera, Itapecerica da Serra, SP",558716h.png,Alto,558716.png,"Mortes, São Paulo, Irene Portela de Miranda",
1999.09.17,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Guia da Folha,Citação,Show de homenagem,,"Teatro João Caetano – Rua Borges Lagoa, 650, Vila Clementino, São Paulo, SP",5584284h.png,Alto,5584284.jpg,"Shows, 2a coluna, Homenagem a Irene Portela",
2000.09.15,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Guia da Folha,Citação,Luiz Carlos Bahia e Banda Cajarana,Repertório com músicas de Irene,"Teatro Denoy de Oliveira – Rua Rui Barbosa, 323, Bela Vista, São Paulo, SP",5589741h.png,Baixo,5589741.jpg,"Shows, 1a coluna final, Luiz Carlos Bahia e Banda Cajarana",
